class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,42048,na,0,na,0,0,0,0,0,0,748,670704,1531674,410882,15822,456,1260732,0,0,0,0,0,2282398,1963916,583400,267466,0,0,0,0,0,0,0,0,0,0,0,141766,1632646,805956,49918,0,4096,1860,4424,15584,23144,2578414,2756,8,0,0,1144232,458594,243468,179382,142536,121344,164242,176328,160,0,2866270,32,2878,288,152,1260732,43982,402416,180332,234140,242820,na,na,na,na,na,na,101880,42047.96,2866270,2866270,2862236,16086,117350,41314,442040,2630286,1209600,0,na,na,na,2364848.64,0,261207.36,52,602,0,0,0,181316,1144890,1049538,240612,11700,2100,130,na,836,2866270,na,5496,378,17760,155268,98302,1854768,476760,21404,150,0,na,na,na,na,na,na,na,na,na,1576,86,0,0,0,0,0,0,0,0,23140,41912,9718,0,0,113818,19020,7539040,1034478,0,0,0,0,2227640,1275.78,1068,274516,327438,337646,209048,745972,674272,44680,11100,5600,14,0,0
neg,29650,na,1484,1342,0,0,0,0,0,0,276,138498,1174032,791300,126454,15508,950426,0,0,0,0,0,1963218,1648024,385566,260952,0,0,10220,0,3628,618,0,0,0,0,0,31352,1662200,136458,416058,0,2286,1708,1510,1502,29706,2207766,1590,0,0,0,975052,349534,135678,99082,75112,67690,180686,363234,0,0,2349256,520,1174,450,6,950426,28394,162654,222018,212760,na,na,na,na,na,na,na,167900,29650.19,2349256,2349256,2349942,16194,3246,110442,1133440,2246068,1209600,55952,2,56,0,1776409.92,9887.04,458011.2,0,0,0,0,0,7006,317478,1138454,736704,39142,6644,640,1432,1444,2349256,na,3600,414,17320,245670,146684,1340444,477444,14360,132,0,2206,1994,554676,161244,0,41750,0,68,1804210,2718,390,0,0,140,9974,0,0,0,0,16998,26134,5264,0,0,70190,10210,1753380,234364,0,0,0,0,182560,988.6,1098,489242,449482,234910,116284,232946,272818,347412,102838,136,0,0,0
neg,43528,na,2130706434,550,0,0,0,0,0,0,54346,1376198,1082598,126620,6548,0,1147002,0,0,0,0,0,2379680,2073118,534600,268548,0,0,0,0,382,120,0,0,0,0,0,10250,884950,596152,1154958,0,1454,578,926,1372,41558,2599940,482,0,0,0,643982,785012,274544,201708,150790,117530,157876,314764,104,0,2914632,30,336,682,36,1147002,29720,320604,211512,226140,209400,na,na,na,na,na,na,95080,43527.68,2914632,2914632,2914308,19286,9206,46854,491140,2646310,1209600,72660,2,44,0,2273430.72,0,371487.36,0,416,0,0,2912,631780,1295160,656704,48756,9168,1822,8,258,264,2914632,na,2932,470,40958,192756,104188,1272072,1010974,21780,176,4,508,422,2219842,127316,0,15278,0,22,2295814,1662,134,0,0,0,0,0,0,0,0,15750,21864,13674,0,0,45534,18518,6521660,705970,1659478,2814,0,0,3825250,1071.56,900,391964,401312,269598,164272,301232,252368,202152,156894,462260,44258,0,0
neg,29794,na,2130706440,302,0,0,0,0,0,0,830,142892,1441030,770238,157790,15818,1044476,0,0,0,0,0,2219096,1808610,604106,355804,0,0,3080,0,1266,216,0,0,0,0,0,195000,2112532,219906,1160,0,3372,2176,4036,5156,137146,2376576,136,0,0,0,1132960,385702,121166,96608,80632,78452,144352,488554,172,0,2823810,24,32,1140,72,1044476,32138,315622,287064,206060,313360,na,na,na,na,na,na,79400,29793.06,2823810,2823810,2820340,18426,200576,36430,397520,2528598,1209600,82550,2,76,0,1765563.84,0,759435.84,32,518,0,0,0,1656,464066,1255176,733986,67506,5496,712,24,30,2823810,na,5116,586,103638,372298,237956,1037314,750314,21006,370,0,432,654,492804,94280,0,200,0,10,1801526,2280,486,0,0,0,0,0,0,0,0,21552,30548,10992,0,0,46464,7882,8919380,3990640,0,0,0,0,28793060,1110.54,1100,780054,424472,288390,149474,291316,189894,128250,90384,174748,11616,0,0
neg,1306,na,24,24,0,0,0,0,0,2090,68086,11528,3886,0,0,0,30178,0,0,0,6324,10524,73066,66344,22212,6578,0,0,0,0,80,24,0,0,0,0,0,0,0,22386,63204,0,318,264,318,360,64348,19982,0,0,0,0,25444,21984,32332,3810,860,322,194,578,66,0,101674,6,6,60,2,30178,930,8700,13356,na,na,na,na,na,na,na,na,21640,1306.58,101674,101674,101020,418,0,9770,100900,85590,1209600,2150,2,10,0,62916.48,4476.48,17004.48,2,36,0,1934,46920,30260,5360,1072,44,0,0,0,16,20,101674,na,1218,40,3248,868,8792,70944,480,0,0,0,26,42,63794,680,0,0,0,0,64702,138,90,0,7972,0,0,0,0,0,0,832,0,0,24142,7882,1046,332,260340,26026,1658,78,0,0,306600,116.84,132,23390,8774,3752,986,1362,1548,2648,43130,0,0,0,0
neg,10,0,24,12,0,0,0,0,0,1720,230,1104,984,0,0,0,1194,0,0,0,450,742,11720,10936,3556,298,0,0,0,0,18,18,0,0,0,0,0,0,0,0,4038,0,1300,6,4,10,12,1182,946,466,112,0,2228,848,108,68,220,40,402,58,12,54,15736,0,2,20,0,1194,120,2362,1184,na,na,na,na,na,na,na,na,3480,10.92,15736,15736,17000,25,22,1528,15620,4062,1209600,182,0,2,0,1732.8,0,1325.76,0,16,0,1548,396,336,938,820,0,0,0,0,0,14,15736,0,1036,8,36,18,206,142,2004,562,26,0,18,30,1428,150,0,12,0,0,1956,20,54,0,0,0,0,0,0,0,0,104,0,0,300,30,20,18,2220,228,548,64,0,0,0,140.04,40,2380,1314,294,26,24,0,0,0,0,0,0,0
neg,11002,na,3786,2298,0,0,0,0,0,0,1014,22066,1941584,613992,1208,0,1257522,0,0,0,0,0,2416240,2077284,497914,272650,0,0,17260,0,11344,2674,0,0,0,0,0,33112,2540442,5218,1092,0,5456,2246,2160,4448,17140,2546648,1752,14,0,0,1757498,384398,146066,96002,72668,61624,61450,158,0,0,2914718,110,188,1670,184,1257522,43900,216106,280864,184000,230580,na,na,na,na,na,na,78120,11002.31,2914718,2914718,2896772,8776,128392,45882,487260,2579864,1209600,99366,230,354,0,1527314.88,47251.2,1001705.28,10,746,0,0,0,3694,135340,1105474,1236492,92076,6394,394,852,986,2914718,na,5484,450,374368,574384,170182,786872,644074,23126,918,6,4252,7414,403662,102714,0,7306,0,0,1610028,8340,140,0,0,1530,49806,0,0,0,0,24246,920,180,0,0,69906,10618,4386320,633898,1401182,27140,0,0,1388600,1360.82,1402,1103878,1324560,35234,8330,53264,43728,9806,790,274,0,0,0
neg,45482,na,2130706432,482,0,0,0,0,0,0,1402,287332,1910402,619652,31556,302,1303214,0,0,0,0,0,2523804,2162850,462860,313548,0,0,0,0,734,282,0,0,0,0,0,87490,1786012,633640,343504,0,2986,2832,6462,11492,98530,2727934,410,0,0,0,904360,643014,301500,253348,230112,201006,225094,92212,0,0,2987100,198,650,424,14,1303214,44864,286422,175868,175140,189240,na,na,na,na,na,na,93580,45482.18,2987100,2987100,2992042,18882,4220,53796,561800,2850646,1209600,98734,4,64,0,2585585.28,0,263269.44,80,438,0,0,0,84270,787770,1698580,263862,13498,2610,56,10,16,2987100,na,3116,440,33824,165008,57880,1765482,794692,29904,294,6,892,660,2514012,108382,0,22736,0,10,2604478,1572,120,0,0,0,0,0,0,0,0,27392,53588,23116,0,0,77896,15984,9313680,958778,0,0,0,0,6328810,884.38,950,277900,439436,445862,229672,479250,533430,373756,58624,12282,434,0,0
neg,1882,0,92,72,0,0,0,0,0,1036,69838,108550,12428,1450,534,0,79726,0,0,0,4826,8516,183964,160284,52364,21772,0,0,0,0,44,160,0,0,0,0,0,0,4028,145414,44394,0,280,158,282,2986,2134,186878,1118,0,0,0,115928,24858,11932,8704,6144,4640,3280,4596,3134,10620,241238,160,72,308,0,79726,2680,24698,27408,na,na,na,na,na,na,na,na,51760,1881.21,241238,241238,240290,764,0,23660,240440,194034,1209600,8232,2,10,0,122736,0,68873.28,14,84,0,0,20272,67172,80224,20228,5056,762,122,0,0,68,241238,0,2508,70,538,48786,6696,91100,40118,3930,88,2,114,344,118336,38838,0,2428,0,0,124078,278,170,0,0,0,0,0,0,0,0,1622,970,130,460256,64910,7850,1010,559560,58552,196982,1478,0,0,0,237.16,174,73340,37636,21678,8168,12286,6622,21012,13008,86,0,0,0
neg,770,na,na,na,na,na,0,0,0,2172,26890,108572,61938,94340,2984,0,116426,104412,0,na,2902,11386,128086,106050,217308,20480,na,0,0,0,na,na,0,0,0,0,0,0,0,52666,244230,0,9880,4090,38702,35510,51266,152668,3614,1042,96,28,216312,51302,12232,5838,3800,2824,2400,1782,274,132,348500,na,na,na,na,116426,2826,51816,163242,0,0,0,0,0,0,0,0,214140,770.79,348500,348500,365138,518,na,na,346600,296896,1209600,na,na,na,na,89279.04,12517.44,193429.44,128,332,0,1568,12934,57786,80056,79498,61978,2826,236,14,na,na,348500,na,1976,156,2222,60626,51916,58092,100914,20442,552,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2034,na,na,na,na,na,na,na,na,na,na,na,na,na,766.64,494,208614,61640,14684,2728,4330,2102,590,2208,0,0,na,na
neg,79088,na,2130706444,3534,0,0,0,0,0,0,17102,1783876,3914914,634036,40676,1912,2793604,0,42,0,0,0,5201602,3909834,1682914,1091252,0,0,0,0,1882,2696,0,0,0,0,0,83978,6293638,14888,12,0,6292,1424,2146,3400,61700,6314738,2816,0,0,0,2669430,1343044,543958,468024,356908,312520,638328,60304,0,0,6886766,26,832,140,20,2793604,120628,895772,782162,316000,256920,298200,315040,259140,na,na,na,216540,79088.76,6886766,6886766,6850332,35506,8552,66550,816800,6392516,1209600,281154,2,208,0,5655390.72,0,729016.32,0,696,0,0,0,380038,2770580,2715028,437616,68450,19512,1292,1438,1444,6886766,na,17008,2130,225414,447706,296508,4247528,1106584,49318,320,0,3248,4190,5179266,49072,82,13066,0,24,5711098,9228,880,0,0,0,0,0,0,0,0,73128,87910,46186,19392670,3815378,188284,47696,21840500,2217288,35748,80830,0,0,303700,4465.44,4892,798626,1703616,1666980,715976,870968,390634,154502,57768,33424,22,0,0
neg,39570,na,na,na,0,0,0,0,0,0,8370,850112,1935336,375228,11268,152,1856932,0,0,na,0,0,2703578,2213518,793624,406578,0,0,4654,0,2056,264,0,0,0,0,0,171298,1650244,1122424,236500,0,10938,8124,14472,1604880,1378604,163448,0,0,0,0,701688,714652,237244,269016,251968,220878,284922,421982,77578,538,3498004,28,260,180,196,1856932,55166,393162,387712,283360,287740,0,0,0,0,0,0,209380,39570.45,3498004,3498004,na,22542,3420,na,1068180,na,1209600,108622,na,na,na,2681974.08,0,492674.88,na,na,0,0,1484,112332,1082608,1706902,245686,26796,4240,418,na,16,3498004,na,5760,756,211030,195252,1605368,1069504,90278,2518,0,0,340,1978,2371196,32832,0,87838,0,0,2464028,2544,236,na,na,na,na,na,na,na,na,38134,40580,10108,284639902,2318966,108498,18262,135520,44176,5676,30344,0,0,na,na,na,519258,819218,579644,276380,516542,268794,150076,45372,5182,0,0,0
neg,82896,na,134,130,0,0,0,0,0,0,1918,241294,2981746,1605198,156946,3488,2057520,0,0,0,0,0,4582980,4136978,791480,397002,0,0,0,0,248,104,0,0,0,0,0,28630,1809188,2454042,698730,0,1722,754,1982,111124,3974504,900474,30,0,0,0,1646442,1110426,508360,392548,291856,219738,296438,524782,0,0,5374914,14,26,78,8,2057520,55906,558336,232252,135580,249100,115200,237080,na,na,na,na,49040,82895.89,5374914,5374914,5388718,35054,46176,50398,528820,4990590,1209600,144098,2,124,0,4215451.2,0,772569.6,0,0,0,0,0,10268,1073340,2539786,1288556,70456,7974,210,376,394,5374914,na,4430,468,80996,405750,380048,3418790,691556,8362,190,0,268,422,3809256,126,0,280,0,38,4243522,1906,148,0,0,0,0,0,0,0,0,28256,80758,15882,0,0,173640,40070,755700,142610,0,0,0,0,2895910,1053.38,1156,800262,637748,505992,247360,484324,402470,453222,506780,947582,4850,0,0
neg,31152,na,1270,1146,0,0,0,0,0,0,5082,779328,977934,122248,6858,162,881060,0,0,0,0,0,1690144,1425144,397782,208440,0,0,0,0,3072,462,0,0,0,0,0,23846,1608002,186652,73112,0,2270,758,1380,17796,1178926,689922,560,0,0,0,472402,464600,165596,127614,103218,86846,131616,339194,526,0,2088650,104,148,60,24,881060,25078,220050,176758,229440,na,na,na,na,na,na,na,162460,31151.3,2088650,2088650,2079058,15536,16514,83444,872580,1891612,1209600,57048,0,70,0,1686796.8,0,202932.48,0,0,0,0,0,164054,846816,771770,93460,12014,3222,276,6,16,2088650,na,4436,666,52318,113856,76958,1205476,420900,16872,130,0,1982,1152,1173450,18472,0,11672,0,28,1706792,1798,152,0,0,0,0,0,0,0,0,14662,29364,4992,0,0,53680,7418,747280,165218,0,0,0,0,1151320,1329.56,1380,219914,367930,188886,95780,202468,190350,185206,141138,265518,34422,0,0
neg,874,0,10,na,0,0,0,0,0,0,54,49522,52172,9122,0,0,43336,0,0,0,0,0,129446,114250,42706,6046,0,0,0,0,8,30,0,0,0,0,0,0,0,28168,82702,0,1670,216,214,158,160,664,107788,0,0,0,72894,10620,8328,7324,3568,2682,1660,2358,1320,116,172294,4,10,130,0,43336,1058,31460,11044,na,na,na,na,na,na,na,na,41740,873.81,172294,172294,169134,329,0,16650,171100,111114,1209600,1920,na,na,na,47633.28,47723.52,14371.2,0,96,0,0,0,6290,45020,50134,9266,136,24,0,na,24,172294,0,1754,112,70,20844,12048,27566,45512,2964,0,0,na,na,na,na,na,na,na,na,na,492,164,30,47724,0,0,0,0,0,0,946,0,0,0,0,0,0,0,0,0,0,0,0,0,427.5,210,64170,8550,4560,1794,4304,7430,9930,10096,36,0,0,0
neg,1836,na,28,18,0,0,0,0,0,0,66,26426,72104,1502,0,0,46846,0,0,0,0,0,96930,89402,12860,4810,0,0,0,0,30,26,0,0,0,0,0,11106,71476,3668,13848,0,126,40,42,38,9980,89868,4,0,0,0,44596,38008,10994,5396,720,244,140,0,0,0,109824,82,516,124,0,46846,1052,6162,6672,na,na,na,na,na,na,na,na,12640,1836.74,109824,109824,112262,394,2678,10822,109540,100098,1209600,1398,0,12,0,92649.6,0,7362.24,0,0,0,0,0,11508,71280,16752,418,116,24,0,0,6,109824,na,178,18,2552,3390,2086,50900,39692,1230,52,0,48,138,3482,65236,84,534,0,0,93086,80,34,0,0,0,0,0,0,0,0,510,250,98,0,0,1174,246,362860,36634,0,0,0,0,836810,98.78,52,8134,8796,5238,2490,8028,67122,290,0,0,0,0,0
neg,49630,na,2130706432,232,0,0,0,0,0,0,140720,1358532,1378512,260034,21686,178,1301482,0,0,0,0,0,2875434,2547740,503952,277552,0,0,0,0,396,192,0,0,0,0,0,83140,2149730,740698,186094,0,2530,588,1718,99624,2085696,969318,188,0,0,0,740030,1060168,252000,198632,168598,148908,163938,405508,21880,0,3380020,1088,42,914,38,1301482,33036,301632,201032,154840,216740,na,na,na,na,na,na,126200,49629.55,3380020,3380020,3372578,21262,8600,91806,954560,3159662,1209600,98032,2,70,0,2846010.24,0,311099.52,0,0,0,0,2266,624742,1338272,1002578,177216,11804,2610,174,12,16,3380020,na,4278,598,60028,185068,110482,1724070,1055986,18970,182,0,528,414,2561866,540192,0,14,0,22,2878092,1670,158,0,0,0,0,0,0,0,0,18556,40818,16224,0,0,61096,11862,10373160,1118672,10260,10296,0,0,296130,2000.74,1322,342112,615550,428358,201318,398788,316714,527902,140498,172938,15484,0,0
neg,38016,na,2130706438,704,0,0,0,0,0,0,600,44810,1778518,836798,23178,0,1236554,0,0,0,0,0,2662690,2426782,310050,198550,0,0,0,0,1062,240,0,0,0,0,0,212,812476,643548,1227668,0,2164,376,560,716,26522,2651882,1684,0,0,0,919032,636242,364160,268948,197474,148912,140004,9132,0,0,2972948,0,400,92,4,1236554,33838,155032,154558,120680,130620,na,na,na,na,na,na,54740,38016.28,2972948,2972948,2978056,12120,5972,52928,549660,2683904,1209600,101204,2,62,0,2277306.24,0,403592.64,0,320,0,0,0,1394,712388,1260684,662144,40568,6218,508,26,32,2972948,na,4020,398,19502,352512,262248,1934534,109046,1644,0,0,968,544,2276144,61664,148,20388,0,8,2309462,1974,148,0,0,0,0,0,0,0,0,17002,18568,9294,0,0,78136,20890,7702400,786352,0,0,0,0,974140,756.84,904,432018,534278,351540,194988,406226,319432,184390,113950,144250,2832,0,0
neg,1260,na,2130706432,28,0,0,0,0,0,0,84,7760,62772,280,0,0,28822,0,0,0,0,0,67320,59568,15706,5004,0,0,0,0,22,14,0,0,0,0,0,0,39738,30028,1130,0,1192,22,32,40,736,68862,12,0,0,0,27506,26816,10292,4178,1306,436,362,0,0,0,83038,0,226,18,0,28822,1082,7468,8208,na,na,na,na,na,na,na,na,15500,1260.53,83038,83038,85202,229,162,8122,82780,70896,1209600,1764,2,8,0,64368,0,5304,0,26,0,0,0,950,18766,50392,598,182,8,0,0,4,83038,na,1246,22,36,13198,1418,13676,40488,808,4,0,38,76,64784,29008,0,16,0,10,65084,76,44,0,0,0,0,0,0,0,0,522,1188,438,0,0,2190,314,403980,40806,0,0,0,0,260610,57.78,64,7060,6218,2940,888,9404,44120,266,0,0,0,0,0
neg,1456,0,26,6,0,0,0,0,4062,41036,44816,13374,22922,0,0,0,30712,0,0,0,23978,34200,67934,81822,47332,2164,2,0,0,0,80,58,0,0,0,0,0,0,0,55860,70350,0,22784,128,220,186,530,73178,5086,24088,10,0,81590,25866,4062,2212,1772,1082,926,7028,1632,40,139382,48,18,86,0,30712,1068,26432,20528,na,na,na,na,na,na,na,na,46400,1456.36,139382,139382,165288,812,78,13536,138560,126386,1209600,1824,0,10,0,73620.48,2701.44,27505.92,6,62,2272,31682,41090,24738,9440,15856,1110,22,0,0,16,46,139382,0,22570,52,488,2198,6054,87532,7216,100,0,0,14,116,73892,39276,0,8,0,0,76786,266,190,0,0,0,4044,0,0,0,0,1234,22,4,6634,2420,1116,224,660,200,0,64,0,0,456380,386.24,208,39246,10386,4358,1556,17970,17934,24852,9888,20,0,0,0
neg,6,0,0,0,0,0,0,0,0,0,2,0,2722,0,0,0,722,0,36,0,0,0,13510,12474,6862,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2724,0,1280,12,12,16,8,134,1262,0,0,0,1732,110,42,46,166,68,326,170,10,54,20386,4,4,8,0,722,78,5988,814,na,na,na,na,na,na,na,na,6780,5.84,20386,20386,21550,21,0,1978,20280,2742,1209600,90,0,0,0,680.64,0,822.72,0,6,0,0,0,0,1306,1366,52,0,0,0,4,10,20386,0,1270,6,8,10,568,172,428,246,16,0,0,0,210,128,0,0,0,0,880,32,62,0,0,0,0,0,0,0,0,84,0,0,240,258,0,2,1160,314,0,18,0,0,0,66.48,24,2102,430,52,10,20,34,36,40,0,0,0,0
neg,16,2,50,32,0,0,0,0,0,0,976,3022,2994,0,0,0,3390,0,0,0,0,0,12356,9204,7736,1044,0,0,0,0,32,60,0,0,0,0,0,0,0,2912,4080,0,130,18,292,706,28,3838,1980,0,0,0,5368,484,164,108,76,48,202,230,184,128,20116,2,6,0,0,3390,158,4806,2892,na,na,na,na,na,na,na,na,7540,15.58,20116,20116,20420,27,0,1854,19960,7036,1209600,370,2,4,0,2459.52,0,3564.48,2,26,0,0,34,2692,3426,238,602,0,0,0,0,10,20116,0,1068,16,28,92,14,1436,3862,474,2,0,74,290,2378,120,0,48,0,0,2748,52,52,0,0,0,0,0,0,0,0,174,0,0,1228,624,62,26,11460,1132,19348,16,0,0,0,118.98,62,4710,1838,292,38,66,22,26,0,0,0,0,0
neg,44,0,26,18,0,0,0,0,0,0,794,15916,5816,0,0,0,8974,0,36,0,0,0,26640,17330,56832,1280,0,0,0,0,34,16,0,0,0,0,0,0,0,0,22526,0,1900,582,1216,2144,1254,7162,8268,0,0,0,19310,1372,632,214,698,244,50,6,0,0,83570,2,4,42,0,8974,726,48446,8318,na,na,na,na,na,na,na,na,56100,43.31,83570,83570,79780,55,0,7810,82740,22684,1209600,982,0,12,0,6892.8,0,14560.32,48,116,0,0,0,11140,10352,888,128,18,0,0,8,20,83570,0,1540,68,42,142,2134,4734,12312,1464,90,0,48,28,7206,486,0,120,0,0,8412,158,306,0,0,0,0,0,0,0,0,680,0,0,0,0,416,92,0,0,0,0,0,0,0,328.02,192,16254,4850,1014,82,98,108,120,0,0,0,0,0
neg,211666,na,na,na,na,na,0,0,0,0,35644,1634118,8631952,3724806,43238,0,5873588,628810,0,na,0,0,8809758,5915568,5408836,2874992,na,0,0,0,na,na,0,0,0,0,0,28230,2952092,8009420,3080016,0,7364,7418,10150,23770,5352956,8666710,1384,6,0,0,6030292,1918202,1020054,856958,725592,766390,1296572,1410912,44564,222,14218776,na,na,na,na,5873588,389150,1804450,3597348,304580,302480,402100,453020,323540,383200,435500,524780,269400,211665.95,14218776,14218776,na,98802,na,na,899220,na,1209600,na,na,na,na,11383707.84,0,2681108.16,na,na,0,0,8610,715992,5680828,7023634,602050,33224,5388,32,na,na,14218776,na,8110,1290,773518,1088098,1546402,9999364,644410,8560,6,0,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,250308,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,2740866,2045880,1489192,769304,1519714,1369402,1448256,1243786,1427524,15834,na,na
neg,1538,na,166,152,0,0,0,0,0,0,156,11654,59862,32022,0,0,39876,0,60,0,0,0,115396,103866,16810,7002,0,0,0,0,284,90,0,0,0,0,0,0,42928,60766,0,0,198,52,54,88,29522,73652,128,0,0,0,52914,39088,8186,2552,514,216,130,94,0,0,132280,6,290,782,0,39876,1248,6786,9962,na,na,na,na,na,na,na,na,16420,1537.84,132280,132280,133552,326,46,12894,131780,103694,1209600,2706,0,2,0,84338.88,0,19202.88,0,0,0,0,0,6962,30012,65698,826,196,0,0,4,8,132280,na,332,36,200,6608,2428,15574,73862,4460,178,16,266,274,85656,53930,0,138,0,20,86132,162,52,0,0,0,0,0,0,0,0,692,296,86,0,0,1686,346,1760,272,0,0,0,0,527780,114.24,122,20868,13478,5944,2230,6570,54054,426,106,18,0,0,0
neg,812,na,44,34,0,0,0,0,0,0,5368,42472,1172,0,0,0,20302,0,0,0,1584,2434,42988,40054,7424,1806,0,0,0,0,30,118,0,0,0,0,0,0,0,6866,42146,0,1100,28,28,28,60,47712,56,0,0,0,12488,32210,3018,434,118,90,142,454,58,0,52032,14,6,2,0,20302,530,1704,5686,na,na,na,na,na,na,na,na,7000,812.44,52032,52032,53088,204,0,5022,51680,49012,1209600,1498,0,12,0,41942.4,0,5770.56,na,na,0,0,4388,40966,2312,1280,52,14,0,0,8,14,52032,na,1092,30,392,1682,2842,39736,3238,0,0,0,52,208,40862,62,0,0,0,0,42510,164,72,0,0,0,0,0,0,0,0,422,80,10,0,0,902,186,1640,164,0,0,0,0,0,na,na,7624,7102,2460,760,1502,7400,14728,7436,0,0,0,0
neg,902,0,74,na,0,0,0,0,0,402,46652,17158,71030,8660,0,0,63108,0,0,0,2936,4028,145340,137096,35854,3194,0,0,0,0,44,90,0,0,0,0,0,0,0,48312,95590,0,1724,126,182,152,822,137162,3734,0,0,0,105942,11206,10108,7722,3594,2516,1100,828,546,340,184254,28,22,2,0,63108,1150,26496,8836,na,na,na,na,na,na,na,na,34840,902.01,184254,184254,182628,307,0,17944,183120,144124,1209600,1956,na,na,na,47884.8,0,94865.28,2,72,0,0,8050,16338,95630,23396,426,60,2,0,na,46,184254,0,1748,86,134,24904,23854,40284,47734,5154,4,0,na,na,na,na,na,na,na,na,na,184,140,0,0,0,0,0,0,0,0,992,190,34,0,0,1302,236,0,0,0,0,0,0,0,459.34,202,96556,7942,4380,2088,6830,6788,6540,12592,186,0,0,0
neg,1072,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,27196,0,0,0,9650,15844,63848,58116,26150,6210,0,0,0,0,28,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99746,20,8,8,0,27196,750,9274,16532,na,na,na,na,na,na,na,na,25280,1072.45,99746,99746,202,0,0,9378,98820,0,1209600,2354,2,22,0,59285.76,0,18736.32,0,0,0,0,0,0,0,0,0,0,0,0,0,4,99746,0,0,0,0,0,0,0,0,0,0,0,42,174,61748,7748,0,90,0,0,61748,248,126,0,0,0,0,0,0,0,0,990,18,18,0,0,1166,264,423720,42424,0,0,0,0,72470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,15854,0,2130706432,80,0,0,0,0,0,0,29700,834888,480442,29406,0,0,581450,0,0,0,652,1148,1374436,1267904,144466,85392,0,0,0,0,256,74,0,0,0,0,0,0,5414,766824,602198,0,804,262,554,2092,5270,1363812,1642,0,0,0,615972,307432,181820,82654,56528,41186,30538,22172,10628,25506,1519746,1202,1462,656,2,581450,14710,68880,75244,115800,na,na,na,na,na,na,na,26040,15854.57,1519746,1519746,1513922,5965,144,29978,306940,1376330,1209600,76128,2,40,0,1096961.28,40807.68,235728.96,14,176,0,0,2040,36736,304712,563244,283742,159262,24568,132,92,98,1519746,0,3282,282,259268,73546,62176,702428,263348,9914,192,0,124,258,1113448,341264,0,48520,0,0,1116636,2846,202,0,0,2930,42532,0,0,0,0,6970,200,130,0,0,56660,8978,4905980,491576,0,0,0,0,0,6.68,592,292782,341504,178248,68544,290978,62314,97224,42830,12,0,0,0
neg,44770,na,0,na,0,0,0,0,0,0,2340,247752,2103098,649488,74892,1306,1498192,0,0,0,0,0,2801516,2567024,337042,205824,0,0,0,0,0,0,0,0,0,0,0,44032,1380694,514336,1139814,0,2102,1120,2698,696692,1882264,493262,734,4,0,0,1284090,507928,301954,243674,221216,519992,22,0,0,0,3138852,0,162,726,220,1498192,34740,153016,182984,112420,152480,na,na,na,na,na,na,68580,44769.09,3138852,3138852,3148802,18923,86658,69794,716060,3078876,1209600,0,na,na,na,2276157.12,0,800713.92,0,0,0,0,0,16506,657960,1701702,660518,37686,4006,498,na,0,3138852,na,2770,360,67836,335886,162902,1412224,1084130,12630,138,0,na,na,na,na,na,na,na,na,na,1284,40,0,0,0,0,0,0,0,0,15622,30342,7512,0,0,77460,14936,2081640,421612,0,0,0,0,4769100,687.26,772,818304,337854,245888,115342,243548,245404,330242,342846,398968,480,0,0
